address,times of input,sum of btc
3KoLzgF8cyiDQHCoifTYqBgVfpmqFmqhq3,1,0.01
17S6iK6qkNN1xE9JkSPiWH9C9dviLSVJcS,1,0.49
1FVwmAwxXFZTw7UMNER3Uc3Suxk3TJ8nD8,1,0.0
1AMYrauxq8z1Zqtq2CxEvnKsDTVJr1ngAC,1,0.92
3Btp7KcCWPodbBzgpVKumbzK4rqpnEGxGN,1,0.03
3MB2bXkQnHtQboKSYxakrfvwZPf9XrzuFo,1,0.68
3K5EZ7ag7wciMxAfag9SvMuyk1CcmTZ9cH,1,0.12
17bBbnLnwtWG1DKKtiko8oJ5EJomwYjvsW,2,0.07
12ZVtxRM6SXFRLXNW5nKfrh9mFku3z2mPU,1,0.19
12ivKV1utjBwKY5cbGHfa37u1wLfXKV6wW,1,0.94
1JmSCTphHvT4pfEgv2vSUDvkUHZcpLfLmh,1,0.05
1FnuApZbybRK6AURes9sV363ejqZVQwNNB,1,0.0
1Jf1D6Cmztqy4mccMrZTpFNygFNEdJhNep,1,0.01
1374gfupmMeR8fYmADhhqhVvoz3wYR5k2n,1,0.0
18ciBxEaeB731Nsjhpor95e2daJ9WkvSw1,1,5.99
3HYknVXXarqd8sLjCYGoduhmNCxsXuFpEr,1,0.02
3Eo2YtZBwkZLzd4kvxMSWHLCMA2fMz1SqR,1,0.5
39wQm9iHv4jhA5gcrYu2wN1HF6TnUxphJZ,1,0.49
1PfAoj7ynwuSjQQMnpEz78oKw4GCMy5MTF,1,0.0
185NffcThBPkXcueiMZzXWWhDkUZy19Cyi,1,7.29
18Yr9uwytH8KyJE29tRKnSqDwWhmiiaT6j,1,0.05
1AiqwmjoDr2CHME3mu6qXoMLwZ5KhKHW5u,1,0.03
16UJX8YXHgdGiiyuHUhQSuaQgrAyeVhSwr,1,0.0
1HLkSXeaZa4bBjDnbcWGrH4KkXVXfL3oNE,1,0.0
1LM6bxN1zrLaP4gCtRpi4pYVG1J3S24GTt,1,0.0
1G1SEQanySQhHatm5VFjaHdKAApW5xwKaM,1,0.05
1NFSGCCNJy5QF7VFEqtW3i7Qj2uNnudLXC,1,0.0
3BMEXhPVxqhsB5LD36ZsYoDJXPQEGkdWdK,1,0.13
133aq1auf2mW5t4hRm294VHn7ZZJ7YBNU1,1,0.0
1DaGoZM1NAFTaKmJZwRkEC3Yr8AGL2WBau,1,0.02
37VjxDfSjmoC7ThUn4uPeqhSTaqKGszJvC,1,0.11
16RePRQuQqsN9NGA9uc6cdwAQMVD8sHgj2,1,0.04
1EFis1PdFH28U8fi88HQUpKFbQ9ZFTBLNM,1,1.2
19dpGr3eNZ824vZkupqgXDruYaZyETcRPa,1,0.2
1Q5mnEaoNmTxSG45muRbXp1PUFAPQdByqv,1,0.01
3Mp29NnTBZeFxfsmBeQa3xLfdwTqZ2WnMw,1,0.02
33rNfpAz3DT5K2qXjG5Dp2a8fZweyXQ3nu,1,0.08
384FyGYBivsubVh98fdcvWKNwxBbfrKJyZ,1,0.01
3QNAFH2M4HCnNmdsoVDSHbfc89NLYAyoTs,1,0.14
38tZKAxyZYUtwv7JEF2rrf8FvFRUpFJF2i,1,0.08
1Aeadqxwxy29o4CvjdRbnrTwdL6hPAdHvU,1,0.49
1C2EWJCQBucEkD9DMHDctVXZDqcy531w2s,1,0.01
131j2KrDpfDUHfMiiFsxZcNHztRiwuNeUm,1,0.05
3N2fW96ovk5FyXhAsfXhPDeGo77iGWDnWS,1,0.0
19m1uorH9ZBCW5bTLLkTtnWHXTLxnzcM3x,1,0.03
1ErR4UCVNAgdwD2BV9PjNqZTco783wd4Fd,1,0.01
3BU3ywGWDwdG9aEqrMcpeP4db7Zy7wuuh9,1,0.03
39ZX5MhRxcskGW7LSdZBPrzBmN9j4e2tKR,1,0.04
1G4eZThzxBsrswyKGejaqgKWUSCvYa8i5z,1,0.66
3GPj6AYupeSZnDZDqS5SgGuyk9kBNSYJ8e,1,0.0
1MyDUfZG4G5qfrZ6MvbMqoVpgZVLQZE1v5,1,0.02
32W78PWBCjJgHbP3WGypcTmJ1xm6ngVRaX,1,0.18
19GfBSj6Hjmzx8yxHtFmnxKVAiLaQUfPyB,1,0.0
13bMwcpVRRBGTvkxQ6YmPFgbTVaTypBy9X,1,1.98
3BMEXxVEPCPTESjgx2jjEoDk4r8Ri6dFvw,1,0.02
1AEJ21L8xwCRABBM839vu4BhZnGxBKrXP,1,0.02
1MjCvqhb9VQEDzY5FbnAZCQtQ8VxQevQ1W,1,0.12
3D5VLbuWMdtGdHwUysudzeZkEMyntDxhqE,1,1.79
1DeXD6xk2zmm8U3uuDAzzYZgafaeDxLfcE,1,0.0
1HmgAsxo5RwsHCkvaEQ6MXeiPkUhaChr1,1,0.07
36Np9JcGj6CVeEXHQ8XwbrrWrZv965dbkf,1,0.01
1B7h3p3Giyo9SJBPLMbijaePtVVrG8osFA,1,0.08
3GL7SWneYrf8uaTBaxv5wPfMWzksrA5Ae7,1,0.55
1DxW8HhhqUKF4adK1aPikMJLhPfRVZLNCN,1,0.0
39SQMDsfhGCWWPG545oorY49pp54ujg7p6,1,0.1
12QbSp5VFqcFuur2dk5f4rFinP69k64arH,1,0.01
35bx4kJM7XhN51Sf1h1PQ954giSNtCt91t,1,0.01
3Mnrqd5fGYXXjMZCEozW6zJ579yxaTyjxM,1,0.05
1B5fP8S4A4TK9aArenzYqWQEH6o6GcA91j,1,29532.64
1Am6V7ZPkWxTocYcr8JBFxDvQzDuFcaW9d,1,0.0
1DVzvQvGNBLHBrHkK9HbjykoXyVuzknxSJ,1,0.03
1qt1puLL6jLtvMsG1p3yHUCnWmiigydBt,1,0.08
1A8eRj7KSawYZf2S6XFLBNJZzZyiQpnGRR,1,0.05
15WwPuZc4kxPgxgUuBUNQxvzZSngveZyK8,1,0.07
1Lb4P32uVoAX17ANeJ4MbeoscGKE7PXtFn,1,0.08
1AQea5SYwJVwntu3h6x1zDNdckawAddLzA,1,0.0
1KzrJ3PNfwk3UCP9TBY5Yo6LasAz2fL2k6,1,0.0
1BZFirDcrJAH7jPrDxyiX1SPT7GgmgEoXM,1,0.11
1H3HxRdiMs1jTKm8ELqKc94xwWT56uCpeD,1,0.32
1C1zoE7ikUty3hZf2HxJPZcWXCAHeZkoSh,1,0.0
3QmJxi9jP56DV1JGJRfbxSnAcYFfBdzZZq,1,0.0
18qt31po4wF5aMniwUnejh9tXHN9JH8gzc,1,1.99
142x19H3VzA6zA5ziW4j4cQWSJLiLVreY3,1,1.87
15UKWaZPEvBKVATKExzPow8XuxBAv2RbnB,1,0.0
1Fx6PSZ4B47UsqP6TV5LoTd1PHgKqmVNmM,1,0.09
17VrgS4Y8Spw1hX8AhGQE4UjKMcMB1RLpR,1,0.28
1LQNYQvmkL9oaCMHiNsCQzh6d5JK5op6yX,1,1.8
1HsqgQG1xqb9y26kEHX83zumg5uYi3P5Hq,1,0.24
1PXNB3bc4rPNgWgpfVafGF9CMqSnwerpXR,1,0.0
1PoEtBpgXf9EtfPGKJVLFogQjBFvhMUM2,1,0.02
3PbY6DKHRKSpEVcwG1shEifaRwACDzsYhp,1,0.0
3PrHMLubXnABvimawqxpsz3MWVhTF99nL5,1,0.01
1LiTUBBXekWHQnXgYhxm6AFFDdrdJyqjtJ,1,0.05
3CTvm9jgWiqyUnbsvtLanUeTyYFe3rhod5,1,0.02
3J2MubWJhB2noNYFwvb361F2qTXyMYbFcv,1,0.56
1NPTnMW1r7viM1MN5uMUgwHuyvyyZEmM5d,1,4.66
1sKGpi1DuqJ1ABEzrPdad9YMh7qLH8hEH,1,0.0
1MUDT9MN3ZiZLsjcJJj1yDqaAd5ygVC6Hu,1,0.02
1G1KH3skhSUfnnWzjPp4JeMCY2rv8m22G4,1,0.17
3HmXhSxzP33QMbbB8FUSYhyUabuwA3ZosS,1,0.17
1AynBEpcG1bhp2g5rNviZUMaPSECVxZGJ2,1,0.1
1H5W8ZHnnnRzSpGwenptvGNGan9kHweabS,1,0.02
1KJZftTMkqdapPozdQ8pYHpKb8eEoqGaA5,1,0.05
3Evn15wgc3v8Bb2GPVrUnYkmnPbMFSgnY6,1,0.09
1A2KzTRn6FS1QDpGeV2itmkoSqZPZQ3kCA,1,2.0
1GfgUS41bvFD5ywhhiLJN7PpML7MmAV1ie,1,0.33
3JufBVVK4cX6xjLv1pXyFbWWD1JCv3KnB5,1,99.99
3GHxMRGgs4NxqQdd9aZmdfcf8TefCHJaY4,1,0.01
19x2QKoD5wEADUWcTvhpaDtf6EStD45a8q,1,0.08
1Py1NYUiF4GRk1N34rc7Gi3rmV2VZCFL3g,1,0.0
1FfPUmtkzEy7kV2Z3pV6CUXiLkYd9j4z5D,1,0.2
1JfRYZRACDyFD6L2cuzbKkppMzvTeMPapt,1,0.0
3DFmV6ftuTgWDv5HGsxxLJTLdRej3synCC,1,0.37
13zxaHVLVnwW5S4C8NunhTanAVKwAZYVrY,1,0.0
1CYBpom11fZzzCzTKfA8Bmt6xXHzJiXkDf,1,0.1
132TLH5dw89cSUSm9bAG2RtqWfH1yi6Ckk,1,0.03
1CqPmNdGecVNWr1x5TV64FFg69EPQuQuKD,1,0.75
3Bp4dEacvz4eTQw5MNkoPVkQA8B3hLWghj,1,0.51
1FTmG95ioRoRcrodn1Z5PizkYCGUo5aNEK,1,0.0
19es35nXGGSH7WehYgCLmGxgJiydJSuFrC,1,0.32
19vnAnWqULmJmptzuAbNKzQUFNwPDFZFgx,1,0.09
1C7ZZRNKUMVjEFWe7s45iQTkzprv2oGdEB,1,0.0
3GHU9gB7T2JegYcUQcrg58mDgySvkTwnRv,1,0.06
33ZxSAosWhMbe4DMxBiT8j2RmP6aFD3ezK,1,0.11
1238Tj63XVh5iraf9SKYzmVPvziqdBfGua,1,0.14
15xHNcGgFjTsUp2X8sYbccrqZ6awgcG1aB,1,0.0
1EA5KNPQpsSgenLCjcTugxs8X7CRURxMoP,1,0.01
1Jnm9z1K96MJTqJpowWvvUz5D6E8GhYH6w,1,0.03
1Bg2UbR3QgPBsPgSKKBezjKiMEHeURx743,1,0.02
1HVkeP3VhtK1c5yrKnhhdpGySvAJ3hfGCJ,1,0.1
1GaeAVcoiUeWmNzGZz4xm6KgVLo1PsbNHj,1,0.1
1KeQJAT7cwE4W8xTHCLBifyaoLx6MAz7yH,1,0.01
1G51y5E9LkuvoGHpweviAqALckXViVZyCH,1,0.98
1CkcEnU1QZ1qbZxx8BewTcfDudCbvNbdDj,1,0.1
1DL77db3A2TCLuN28PtM4sFFvVWD3FUd9e,1,0.0
1GnKXGzUKDwjJ84BzjjUPHr3HwtjyYXFpM,1,0.0
1622w2YGa66pkzoyuGMjhC7xASiKPvmZEp,1,0.0
14SbrUjBsXec1nnx49QPUBMRfyubnGP2uK,1,0.43
1FhJDHZmHqaUNogySgjKRMaZyuArg52BKk,1,0.11
3BAozj8LLD7xr5SDe31G3LzXxGqyH5KdxZ,1,0.03
1CW4o4G6Bj5v3DgEXnFfkeRxGU87GH11oy,1,0.54
1HTuWpJf86b1apBo6aabnREx4FctGHHZ2S,1,0.14
1Du5NTNRSw1kyurpPWtDP7K7nACHgCGpos,1,0.84
336edHuSEWVeHHBq8XYw3gKy2pFka73PHj,1,0.78
1Ev4HSt8pvSwKakPC2dsodDTtE9E8eryK8,1,0.01
18yeFqbSuNRPNY57TpGmGwgvkkW4tkqTLx,1,0.03
1H48G67wmNmK1sLsesA9wGsc5kvdj3Xpmq,1,0.07
3F9FX9vbPkra5c41LS4Qq5e8H2wCrnC4m3,1,0.99
187AqH1ePpZsfjdUedqA7sFo9Ar2yT56oE,1,0.06
39t7oboqScA2AJwiXhEnnkZZNF27pDy69R,1,1.99
1DVQ6mMtc9qjce4FLRyWr1P2pfqNc1tzj,1,0.66
114zSvFQ4UfFbKZieNHKcFz5Vv93G8CzYt,1,0.17
3KTmL2UTPdCKfAGFo9VcRSiRLWb94svYQe,1,0.38
32bbbSaUJyistFcKCntqX5kZPsJiCKj9LA,1,0.0
1PNrAdZ4XuKxHoMatmwusifnP4PRNuWh69,1,0.0
169dSuhE9rF4zgsDBcFJJufBoBBZPRRTZu,1,2.42
3FcJom4DyM3jD1YWTaiYnKp7oVVgBwxCHH,1,0.04
1KFssMGsdcXo8qeMRNXG9fwS65DB8LQcyS,1,0.26
32QVVJ4311fTzsrUXRbAsMrHTgEJdiEnTT,1,0.2
32TL3Prt82Xk4WawzzRupJeGnmEiwThGsh,1,0.01
19npLutGTPSBeujvWkQkjgoi7mLUDq1f7k,1,24.57
3PhLvnKhB6eVoWasn9F2i1KbCK2G9NS6xq,1,0.0
1BqoyZLxSDN86epzQ6XtpwGhofgAxgvGx,1,0.02
1FisdHTavc3k6nFQwPmUftsPXFSnzrQGg7,1,0.0
3BMEXCpmdg1Gez5gqqXcEi6hjrYrHnBxyV,1,0.07
16HjfSXmZg7QDhpAFUUtwqJWGVyaLExkTR,1,0.25
3N8ejocRe4JoJi5vYMhTn7KuG68yjDhW5Z,1,0.03
1CB5avt6veeUbeGZ2LfyUCpz2mSMCnLY2y,1,0.05
1F4edAL41h7whiHJg5bUFrhnq2H8n9j8eZ,1,0.03
15UvvYeokQr3LyooXxSbtPBD4tBz6cH3Jm,1,0.45
1J6cwQeEJLvcWxLXVF9CmPuJnUz2L6WqEU,1,0.01
1t2cdLfBkTfSGSFCBGsPYKL2tzhzzncof,1,0.15
15q4DqAvCfMo47DgfgKLKk52Q2meYvxo4w,1,0.02
3GCbfsye14TwU7QjGYHvg711FcSqeG16zf,1,0.0
1CYYmxicSTo89H1b2UqJFGcB5thpSgLFk1,1,0.05
1JffVkVjarEECNCt1kujmqHi6Pm3EV2UFH,1,0.1
1zaa5Y3Ccz5ZK1hq1pvUPzLagKPk32gHy,1,0.01
34VApgNt21qwTEti2mfBjaHT3LYHDh4F3S,1,0.0
3Akw2pDkX6VV7wCgKpQWHBE7jerQTmhgTq,1,1.99
3NU6jDFHKUFpsu41Hk8osaQXL63coNGCP1,1,0.05
3BMEXhR3CbLEWzPnKzNEPRXSn3GdS37zvZ,1,0.03
19w3KhTLJnb38kebeDwvGixsDE5HmMEite,1,0.28
3KyzUiSR2MGi5B5MybM4ABTwyKfW8syhu4,1,0.01
15h8vj7rKUaEAKxdH2BQRngSRtMxY2rfUg,1,0.04
1H4PcvHexUD4vXXR2ViuHHYHMQXdGqZEQG,1,0.12
3CYzgtuAj4FeaU6gHZLj1fKGWWUuC76s6c,1,0.41
146NsJvwH9fw1XoLNGTxLM2A31bub6rvcx,1,0.0
399FS7TNr6ovd6Q29MmMakgtHjUhQLJ42B,1,0.0
1BQRJ4nWe2BraDBfgvvQDWKfktBYptKnzM,1,0.0
1Db8YBo815FuUxbyYm3F3twfZb5NWtz88p,1,29082.21
3Pd9nbFtdNZkrZ12vUUbcxRaPtxvfhfeLu,1,0.01
14oPhERnWB2cGf5GgszgD8iLGaQzZqHX8X,1,0.0
1HCUsCGfqRx2BMYgeJJ8p9pP2rCoPpCx1C,1,0.02
1MbjMofdW3NNfP89Ys9SbaBuPingM7xime,1,0.01
1481gfXqLmvxDubRa63uksZGpr2uM4KYz5,1,0.01
1NdTNAPsWrnLJiG6bADZ57HyRjWeVWSTth,1,1.01
14vQpgPEMVcBpe96FkFeW2R1Cu88fCMGD7,1,0.59
13iRtEj3ZMfwG5tKZDfMiWVU9esvDZRfxb,1,0.04
3Gm5vJWenK9tEF9uWvRNwggZ1tY2eTLd44,1,0.01
18ZzGgECMZR7MWtuyX6DxozSCF8dzowcng,1,0.15
1QpPPE8WRHGDWrNrYLygVwKJiK1LRTRNN,1,0.01
1MXJNKFneea1xLCBseJyRWgqDdDcDJMiSr,1,0.12
1K6RWRWcFJ5ZKMQzDSy4sRgzBs7rKQt9oS,1,0.32
1EoWE3Kic6x2wVciBjXGGQ5kuS2Ene6K9w,1,40.0
189x6EVJtDcV2B2oK9nEe688SbLAkoaq25,1,0.3
12XePUWPYBduSsHj516DkAvzYCzWsfn5DV,1,27855.15
12dmzEwKJ6qdboyeYiJQ5gYFXyiFWSKsdR,1,0.02
19JMgN2BmqRbeHDQcvJQPpJy9W3eheAPmr,1,0.25
1MsDpu1BGoc7q2DYJFNpHmTT9qAud4K7UJ,1,0.0
33T3A37kiqMsAZvMoptETWcphwgj8iUHjt,1,0.01
1KKNKxJJbTV3q4MKRrF92kt78qBevedfLb,1,0.27
18mZvpBMSv3MtJv7SecjMmXewyKaRRfURn,1,0.0
13DtBTTRNtTCg6TodKtecihpGd5G7JCsVq,1,0.36
17cfWDD8hsTeVjTvyjCinAhHKTYJyZaB3K,1,0.0
1HJ82rwkqRMBdyA4ndibsULYuLjCubqU8z,1,0.42
1Kq3D6T9SAPCn6mZQDwex5Dj9PL7xdb4qC,1,0.0
1GFBbuct8EM8Zzks4DbyzBuaPgbmu5SvEY,1,0.03
1KtANi5xbzckL8RfBH98XYouW4BbLA6GZF,1,0.22
1KA5ibycMDWaNoQTb3QcA7ZhYGeSNomq3E,1,0.41
3Cr3PopBKWqo8VX21hESXGsU8gVwURinkt,1,0.0
3LXSeE4JQCSzYqgeXRWs3MRhqvZXt3R1LL,1,0.0
1MMpmRUPeUkwK9GpFC1tTZMtb1gK2QQR7d,1,0.03
35PRiZun9ygJucD6XETq9PrmrkxosUbUXP,1,0.0
1KePtFqzCyLsiaxenoKZLXUq6fEQ7Xd6Mx,1,27991.88
3H28WVHjhrno52wsVdkjZP8Yteb9bCjJkS,1,2.03
3FrybCsFFHtjU9cQb2Ds7oJde3VB5vzQCm,1,0.05
16ZSqSLGyLXNW7aiByVALnFG5ncGfuwRmx,1,0.5
3BMEX4cckucRSTfZCWTzjLCt6hibarQo78,2,0.28
13CWG1zCnYuVrAfGQYULr4xyYf9W53iYPs,1,0.0
1KHGrReP5GyMXhnMup8XKAijnGCdRu7ho5,1,0.01
1BnjM36W4DphP6dniRifbPJpXXh4fj4wV8,1,0.11
1PNDJppcy4SxBGkuN8zQzVw7iC61pa9bbV,1,0.01
1329gjtX7UWbizvSjVPFiZ4hyGKwbjuVM4,1,0.97
3AmX9DgxbdpYePhy5zNjbyNhPvp459m2qD,1,0.0
3NMHVbRsNgTTkgYX1UEVA91BhyGT8BXLLq,1,0.06
1EDaJ6LoRk6fDAi7vU2ZedVda8o1U3XGoJ,1,0.37
1GBZoNVuhVpTJWp1RuW1jb1Ej21WHooUjk,1,0.76
1KYAqcZamAHU9VbZ8uqaAyHv32igtoRVBX,1,0.08
1KQSnbpGhGs4xoA5wF4KbDvmDw6taytX2c,1,0.99
3BMEXbXCyn3dnJPue65X5wUuqh8omtD5yS,1,0.0
3QgzTvz8RLvgmUxs8CjPbkpwBYVWUe84CW,1,1.76
3BMEXJ8fKsd5JVDLgowjPJUKZXckERW8o9,1,0.03
18ceB28wfx3aPGiYYXZqBu875y67ZWdNQu,1,1.02
3KViPT7xbQWLsvV7BNYQU35b1Ns6MMe1bW,1,0.03
19NmKPuZW4GzhBmMoCJPChUv2PuRyvtQ5z,1,1.99
1BCTgLh4EZ3FPEY3Eq3tvkVFXMnGSyxgRk,1,0.27
36nNMtgEFpZzWk6tAasffECqvYqFbt3uSW,1,0.03
128gmaN44LZADiaW4mMfJ8DTMm2wqvBduR,1,0.16
1J2DwqekM9u5aoPWSzfKGZbZzkxnLjo2bW,1,0.52
1BS82FVnnQii15KBQ4KEE6Rnf9tXNdfGt6,1,0.16
3LHCYyKA3tPL3HAFZ4pUaQ4Sn3qXawwpHk,1,0.02
1HGvTnHDLdQ9HBe9gbUjxM9SCgGnyxRnWB,1,0.01
1ErtiLQPUekrWY5KDC5JVgfzz36zH9ZX2D,1,2.49
1FtHpZ7j2R5wDiGFk7TYRAHkBnkQmoPehn,1,0.35
3Dj3hS4Cj3cKkLRtThpvuF1jgT8Pz9fTco,1,0.03
1e4pxUj65JH1BcMfrLvgGK5Rcf8mQDkq8,1,0.34
34QeeJgUfxmvyd1ePWQ2aBKaR9bTEo7PdL,1,0.99
336CNZZgYqGMUDuCUJpY6SU3BEq21Pzrxw,1,0.04
16PAj6tfSN6v7KBDTZpHfMRyVHZ9yNhuiM,1,0.02
13mPaCSovMMSLZ25nSixDGJMy6yTGxzaGG,1,0.93
18UQmCdVe9ym9hYTNbxnFxXdVvkAvGsNA6,1,0.12
12h3g3kj8zkYAtpVq2Nxtv7gTRuHMYPsXA,1,0.0
1R78GeMxuYbpcaXeEhMKcwdx6dYvLfhJq,1,6.41
3FVcr6xpucuHr1EoP3VxjSfcMJipq1WQ8P,1,0.01
14LtXVyTwuLPVtYB8TE89iKpXpGMGhT2Rq,1,0.05
3Ko194gXcpx96Hq5WhSZeTayiS2yrVD3XB,1,0.02
1KRj1JUNu2HAvuv35ueJAd4dL9axzmMYSX,1,0.43
19URkQVgsFm3uy5HYaMCwZeGL993QSSmsq,1,0.47
3FJe4XrNeHT3GaSM9XAa36G2eKcyWhNDbL,1,0.21
1My7TTNTJFC1B4UEuhDXPt1wx7MstCChn1,1,0.11
1FGa31x3BZRc5Gs1GboaaXopxftPdVcXe8,1,0.0
1DnvVGZs8rFVtEmiMzNTvAwuy9B5fVai48,1,0.28
1HMvQS59d5GbeBzLDK7GgPxRxQrrvrQ4N3,1,1.99
183NAJ14JZkBYuHQja9sVx6kUhBMaNhP3z,1,0.02
1Aq6JXcaR2CY8vwrRxLW7PwtvgkFdZXebn,1,10.77
16skMLNdp14p2uecCWzo5WLRUBNRdxTbit,1,0.37
3DAuVRChxdx5GuHBZHHXPRjEMRKJma9Sok,1,0.0
1NgZbTWt1cYsgay59L53A78z1WJco9C9Vo,1,0.03
19HhgKrhfqWEp1qMzLKBpidAQSeEdCszKe,1,1.99
38YsiZzjfNhSryV2nbcNSqWHjsruy7LxFq,1,0.0
1BgQ5LbbL1aVBRWLTbfxy91xRjRPPrjqFv,1,4.5
1BLNEJ8SshbFSVjPqptKLiQUgrPnMDVVwj,1,0.02
3G3xtgJMh1a7riUtLpr7FeZGq9PNTeSmPC,1,0.11
1Gfwdth3auowBNPShWMBMotfyUc2pR3gKF,1,1.0
19fXutFxA4mPZkGBieJmCb5CSHJ8huB2Cg,1,0.19
1uyouv1kGD8PYAjUAF4YYRPgMQV3G62Sq,1,0.1
12f6baBLwnjwtKs1WYuFCVAxc7Aw9yTGPT,1,0.01
1EaMcqRiMcg2Xq8Gwt54mvW3XVeYPG3gVu,1,0.49
16sR6U4gLJE4bVQLKfwiFFw2VaN8foUEog,1,0.06
3EsARahMSbYjnHL621diCnKj4uVh8ZPrgj,1,0.0
3PrsD3RS9FvJqZNCtVCMRpW4U1LDgQQLev,1,0.03
3DshTZCWd8BzX9LygUXBpnAq3uxEvApvvT,1,4.99
142xrT7MZSdTY2Cyuntf3j7jyZQRHgdMdk,1,0.0
1PTv2oFwVguwaiFMDJsQpYuMYMG6YEcM7v,1,0.0
3QaDJu7yxH9UW5kwTofy4fYtRr5hHisfV5,1,0.15
1FK3ouwVL79omKMpqDY47VLcCG4ZBNEH8h,1,0.5
3BMEXasgs3GUzrqQYLW55jV2x1jts8vK7Z,1,0.01
17BCNCT1cUbrajbZdNTxqrUgzssnETGzNa,1,0.44
1KvednEBA81kZvwzfJxRC4JatGNxoRCLcG,1,27438.82
12tLkRcAtbJ6N7CKfJu1EmCEeU6hGb6Wq4,1,0.11
39xBuP5z2QcAeVv8zz2EiAp1WfdxwUEAUZ,1,0.5
36T3SZwaMfc8wwuLSg2pWEHecJ98uzxqrc,1,0.03
1D443AuVs4FD1HiyWmu1o5EqNkH59s8jKG,1,1.98
3Jmr6ZXCE9fjpgiKi3h6oDuvm2cSf2B8p5,1,0.01
1NQyfasnQgP7cu2ro8Ghb94DLgSZNd6jEP,1,0.31
37x2qBZGbw5eLooyp2b3LfnsaVaQeFxETn,1,0.01
32A6tbX1qR3N5FiKPgVurUgqQNhB9DPStG,1,0.0
12nxqRAqzfARtXKSSC5BziJ95jB7Z2GvbA,1,0.0
1LcwUUx66jzcHiUwQhp12hKiTh11PTxqLA,1,0.03
143ZyniahGFBsP9jPvAemzB1KA7R5uLJd7,1,0.12
3BMEXafCLhYeKZodu8d7QYD3MuQ22rqxQF,1,0.02
1Avpm4Lud5JXg3QC2DcK4u3Sk8XGHcV9r3,1,0.07
1JCB3GhUpiaabekTAGqs7LSuZdvdU7NTL3,1,0.25
12tByC37CaC7wyfZ91J2T8Zi9PjGisEx3t,1,0.01
179km8YDodxwgw94Xq9poZuXJqqFoDFQm5,1,0.0
1DMhU1vfwoEEKFkHKj74VEfx4BovUpVSQL,1,0.05
3NeovLbt35Pvpzgvq7tk6cHSRde5o75Uys,1,0.12
1vhYwRf8ipjQ3Y1VBMFSxaJ5QRX81gj6S,1,0.0
1Kpix6bWtVV9wTNLGXgBJmhQT2y9ad3Nva,1,1.4
39z4vzmvX6xMeKinXSPch4b9YeF85Ew6xx,1,0.05
1BQzCRW1TW4fNRXNtzfk7bAXQuiFwHBQov,1,0.03
1KANMdzb8ePRPQzY6oUws7tU36g8HUzshD,1,0.0
19x2YkDuDPcHZ48aTDft8z29Z9KqKDFT9R,1,1.27
1PnAeyS9xXiqTw792yCFPmQArNKv7d8SKh,1,0.06
357JDkxrpuNvqrrLKiBk5vQQ7sHvQVqfoz,1,0.05
1L4bDEH9M8PTksPedFkat7wXGaHr9q1nJj,1,0.04
3J6fygWyea7vgiTQSLbASb3zJX3RCzo8iu,1,0.07
34V3qewQ4YqFFe2rnjyNf9SY85JHF1zA9F,1,0.0
135WqrkbCxH59C454RMcfRmV1YYb9E6MtQ,1,0.89
13sfFuktaCbS3ASkZmcX5cmJX8iSHnZqpE,1,0.03
1GTTxRRoZBAwKid5nJz256SBWwwQoA6yGW,1,0.19
39axsJPy63zVMt1rKdwAo3PfThADpBVAPj,1,0.01
1BHcQcCxCUmq8b8MHrdDRgUXTx8Y3KHpjx,1,0.03
1DfXgpUE9X4AV1VCUcKFUVtA5q3i5fstxt,1,0.02
13Uaz81qhHmsRQ9WDp9TGbGRqVeWLdirr7,1,2.82
19e6q24fPWbfN3m4yCCXMXpXSs8nSYLtor,1,0.0
1Nb95jZojuLFmvAJbpcNrLM92WKWRF1ziQ,1,0.0
13dZDuo7R34CYGv3Bpdz4L2jqhfcBge4ar,1,0.02
3DGMpRCVDJqTp2yEcbxJSC948BSHTmqeaA,1,0.0
18p4Bp4VGXgVS9MDPbMavK1MWJQ962kFRh,1,0.89
1M89Lts3W2u61SAuSRu4jk5j26Xwfpt7bW,1,0.02
3QUGE7LMoxU8XyZhtRa3Uxv14eWyw2EV9c,1,0.02
17rPGn3BF6F6U1aaJGhiN39xbS45Nx18nz,1,0.03
1PVG9ov7SpqPzWzbPJGPsGjX5gfSxYRM3A,1,0.03
1KcUggeTc9eqibdQFFRAPWeZoZ5xZnAcjm,1,0.41
19XvKRHVGWLCThetcyKccVEdZekri9tpNi,1,0.0
1J4UUewUyzvGYyrZfhw6Xhb1YY34snK1X2,1,0.07
1DqeVVXByBEduLJvGMGSdzeBRDK15znBCM,1,0.02
1F87suAgRKp9vipGvWqqcoEUv6iFAhpwnH,1,0.42
36HY4XPsFH9r76tJHx1wqrp1v5nHWrtsTZ,1,0.07
37v8MtvmNonprNobyeGzZVnT6YShbPRuD7,1,0.0
1Yf79xqkRhqn27zm64rhvfENkZbpQHgmL,1,0.17
1NycPLrSQ66DV7ckAQGc6GuZV1qSAHPAAc,1,0.0
1KSzhuHBz2aFbXo7SYavG7DBY9jM5eeZQz,1,0.03
1NNVH5ReLCRgeVgSHYnpaUfnhGpsHYupFA,1,0.01
3AnuFH3j6ryxUk1QusnErhGVnGnQT3rcCb,1,0.02
18uoHMfMvuZ2zVij7PA3cQa6XD5cyhViRo,1,0.05
1FagU23LyFQBv9cTEb2cd6bAgjNWCQ4xch,1,0.04
