address,times of input,sum of btc
3AXSqY2vPi7tBEiu3iyHwykx9XecK74twa,1,0.02
1Pr8o4z8hyugduujBHPMiuCZf3M1kfX1Fc,1,0.04
1L6cxHPUG2uCYBqbbGYQFJ7htvQAkm2ywR,1,0.03
1JtckAuHtFYyNEoqczKEMxXAG5o75BVLyS,1,1.2
3PEGyfgSdVDcRxnqoRE38tYmQzCr3WKdzj,1,0.39
1NMPAVxAYqeEKjHQvzVPyG3VS8RWs6YftJ,1,0.09
18YV7d8cE3prTdpb8iuewX38qPfGd2rUMC,1,0.01
18VgTLckQ6u3E1229D5aZCjVXiYLpoAXfb,1,1.84
36FLVvEQRdLX1dUJMYjRNNZzP871oorwAz,1,0.0
1KFkB9AAD47NJDTEJyhLgyvYxnG6Z9wjVB,1,0.44
15wxHu2iVuBZYgYVHWzBJyPmw1jabcmniF,1,0.0
34R1yFQQrptDCz1XZfzZeVmVFexjJqfae8,1,0.02
1Kcf1GQVJQ9Vc34BHqkxV7GeWtWbAowTM7,1,0.05
39bCkb3m5Ptm6Ex2oPS5xc3nXmqQ1prigM,1,0.04
1KpUmmRG4QAhHDXrnXsMWAvd75s1xSv3XZ,1,0.6
15jkQx3tySKFWFFn2UDGZbbfJkLjwEPC5B,1,4.99
3AYf11gjcyiysB7iocJyfLnsYGt4tV8mjJ,1,0.0
1Q8cip9WYA74Jvq3LoAD7Ker3FCjqXurBE,1,0.04
1247DmvZgtFk8BufWmeTPmMxYQ2tSCBqhy,1,0.02
1CgdjssA2mo6fcc5KfbWZfjJxS17qjGnfy,1,0.03
1BVgMPWS81ueJQcqF4zCojXLESz6HDCZaa,1,0.36
1Pf3d64LCMu2Vu3gziPZ43KCKe3UR1uxer,1,0.11
1Lef5jKKKznoeTp165VShxdNaDwvvKrmE1,1,97.8
1vyhd8uqVYSy5bzRWxsV1NyHubt6J5qu1,1,0.04
1C1E397wvXKSLvi1qvQxBjuEmcfir58PBD,1,19.96
3H7gro8ToqZEBuK4DMCB23XhkHUA2zW3kq,1,0.71
12tusDYndwgesLKiTgfoNYSZRLyYYkiow6,2,0.18000000000000002
1VDK33BJDTWaok4XUeqqUeKrGm7gtduHy,1,1.99
1C7TeXAdE6vAFhUFDPUpf986ptnLZqH858,1,0.0
3BMEXkkd5fcVYw3ZuvmARVwP4aKsUxjSpx,1,0.0
1PsZQpqRNjPPTenfoUxpuDUbtPwu8PQkuk,1,0.0
1F7LH13NZhmocfAr2MRmtZUtJ7xPas3wdM,1,0.01
1ANgC9K3BaFaqSftvV1BttNEAYx3wCzJ93,1,0.12
15AD22KBuS4ATeUMCPnFEAvMiJZW1t4A5m,1,0.5
3MMXNRjiZsLsqrjC2arxmeVCZAwcZZdtdm,1,0.0
1PPLWkBEizE1wVJk4AQiEzrnF7C4VpvYnE,1,0.43
1LKWFkJT8zgpV1pWthMKHae2bQp1zZjYiT,1,0.1
1376s6qog8kBfuo4pXc1ouBs56jeXwzjqA,1,0.43
38fjgC1L7rAKpyTp9YECXSgBxfjJwKYSup,1,0.01
1PdQPQtcRjou1dnt6R5ZSjBd4tFm6sgPwE,1,0.01
1PUoMj4ozTJYXX5Kab3PeCYX5YUCWYnZ5J,1,0.0
3BMEX7di3Nuz3sgjKjtQXdG3Petz7SXcdM,1,0.01
3PhgQfnw4NTenEWe7TboAPrHaoVNkf4skj,1,0.0
1Lu6mUQiDkfyiKNTF72TapSggAz4hV1ga1,1,0.01
1HFWq7xLkj4BnEe7sEPZX7YyoPeiQk3v6C,2,1.54
37KWHUwBWF7Njhinp3DJdNYtCEqcud6BFH,1,0.09
159YfTBH2YAe4uvbX8EaNbiJdZ8Lm38Feb,1,0.0
12GdGtiHprNhS67wGKaRDHgZA5sLLAsF7C,1,0.37
1QLMFNomSKnvPkMpNdwHLuSjvjqCXXm9xe,1,0.01
1EbLg6tFhGq1vgNCt288m2BrF7M7e2fJtY,1,0.04
183VMT8BeQzgzCRx7T3Vpr8fnnmQoUi9vZ,1,0.01
14xESLhT2Z3Bpdi7ngr6SP97cqQq24FNX6,1,2.0
3BMEXYixT6GfbAydkHqJQEBYwwejBN831e,1,0.0
38KC7TbmnhAreprXATpZxNfdZYNrp7aL1J,1,0.04
1Xi5xRRnEqv8WxxbVc5JgHyQ1mPp8euyG,1,29136.62
1CrTBwG9kiWFenNcTF6nLnmp9k6ujrevTe,1,0.03
1LEwfuwtTs2ED3TViA65uioq3dWmL3bajK,1,1.0
1D8PRBiwBa6YrrbS1r5k19fHj6JsdBu4oG,1,9.99
1JW6xB7gPDnv2U6g2E6PPutbMcAvaA6hfS,1,0.07
3PASG6ud6wCGMFWLGwo8ETcm999uom6hKw,1,0.79
1NSfqwpKUp1FntjwUK9NWyhiSzc4i3wWAQ,1,0.04
1BfsucQrhEGNqZeMUrmLsxkQMjYBzLt9mv,1,0.02
1P2ZWjmGqWA2sjXd6p4QJoTtLByYjMsdmR,1,0.31
3AjCKNBpe8eTW1oM49cuSwwR6Q1nWUL9ha,1,0.0
3MBBqjYvqXZxK8eS9WxVSpQ1Gwk3X8HCxR,1,0.01
35F3eHE9n8xWbKYBNsW9FWEew8m9AuZeBD,1,19.99
1EHzz7moipUweKMzp9hoHXu8WyuwwAcMLk,1,0.0
17ymaJbk4fHx9pDNTyb1A12T7AJCwmLkFT,1,0.11
33w5Zrg3duGxnddaHDeRXcPQfHQ3WxDQAB,1,0.01
3D82Fz99N3sc75j2eTfEuZJ2kuFEQaXKWf,1,2.49
1GGgZuBTSGjCixjSQdTaPh9d3DZxzd8wSB,1,0.17
1B5QNgVhcqV5Anf9QbBKV4wKuXGK6CLQja,1,0.24
1FGCwKKBnpYjb2jg7KdVUZfi1Y6yxG56ic,1,0.0
3E1D1FKnQJ3Ffy75hYpgzbSxuHAQidhWqh,1,0.02
1FkyUMpuFUqv4ow9SjwF7WHXriFM125dAD,1,0.01
1ArrP9MNUttLqvS3yWbkDvpgLsMwEXPGHo,1,0.1
13NR2y9Q7d9zwSeR4eKQydsGWJBfLoEaVa,1,0.09
3P41rt7WzxSWqfjThVHNYUBVRyFUJ4AjXD,1,0.03
3FGe1wzz7PBmcnyU7vWdMRDaAjVG1t4uds,1,0.03
14mSApKoqTgoCSDcDWjSWeYtpvYWuVMn4t,1,0.02
3DQ8L1b8tNfSWCdD9dragupnKsGm1QWcBt,1,1.0
32mgqiTwbAvBp5ARhGufjhNTcSR8PRBRNd,1,0.05
13re7PhXuxdjxry932mZeAEWoxWsDyvChY,1,4.0
14kucrGtTTSvg7THTn9K5D8qTF9gb83rKy,1,0.0
14i8fZo2rLcTEHpCounTKvQc3d1uGM6bB8,1,0.12
1L7JdKNXDjA74A4LgJdEs5amsVF1jQPyMh,1,0.0
32UEs4MNb61skQBhfRVuGL8fzyt7WEv4ma,1,0.03
1B5fB5n9khJD8z2pFFk8PNkBXb5mgQQGzT,1,0.07
3966vg1GKpCcMzhsnYHKveKDcBDGE9ZJ58,1,0.13
1MKAmKb8ichXii4bxFgUm58sxndpG52zww,1,0.21
3JanhyBpmk14xTdVqyzQ9TDF2a6dhcFWeL,1,0.0
13iXDXVYpRqfvucraeuoamwo9t4vAjiiUC,1,0.99
1311mHi9rDUWXf2pZUExj5a7tvp566jt8s,1,0.02
1HCfcrUDXRbs1pj6KhdKEYqcoCX4oMnEBL,1,0.19
3KsNQrUsMYpE3MAnXumSaDXyk93RmsrBNc,1,0.0
1KBQNkVxJGuxgi5d6fDcycTe9DKj56vErc,1,0.02
17Qif6xQULVGcSH44NqJR6KXFQmoBcw73o,1,0.15
1HAtgUzTk8PF3rskfyFTYY8zzTnbJ1meXN,1,0.34
1BP5a1cacwHNMLaN1bXLYn4LScKxp95GWx,1,0.0
1v7RqnzX94fYyryFUbF1FrKsGMPd4cUMU,1,0.24
3CWKGmgyscz5s3pKdBp8cpxMCgoysnkTFk,1,1.04
35hCniubbnnvAcBkjgYsbvCGKbjZ5jx7Tc,1,1.04
33i9df3SEHNJLHU5Bks5kDZ5d2fXgaw5Bg,1,0.01
3BMEXxQyrkz2A4rFjKj8oYef7UHWojRx8n,1,0.01
1F7jroYsjDYgrxyStfMxJMmYbY4M3nEENi,1,0.27
17XbanqcrZMSXQNDN2EKwfScSM1gLhyku9,1,0.09
1PbUaPpgTt186p1QZW6SEwws5vDv4A6k4w,1,0.03
3L6nvDyxaohh5D4hmqAPWSY9djRCoiv7U4,1,0.05
3BMEXuVAD3svZ7QgDETiSx69qfq3kJvJ6u,1,0.01
3N4EJaxLDWkihhjzDbA114fBkWbjm3zQmU,1,0.12
1HZVjgPzajg4tFjRX6e2M9tKtZforrftCi,1,0.21
1FdKPUYAGWc47FnG1nN6HsKU9zuS6iC47Z,1,0.54
3Qonhg1XQbdXtBTtXSTYRBqYFMG9eXnHqS,1,0.36
15NJE1nSKFVt3x5PjekvccoZM9UukXwYpK,1,1.0
16RjoQ6ehqmWP5iwdU92RFs1EBFNMRsb3N,1,0.1
37ge6sxm3QtKXB3FQ1pjVvtcUobPTXMyNv,1,0.48
1LtL1945YEn1pFWtNGXzZkQmy5WrYuHfVJ,1,0.84
32LFyBKtGX3VfVFGeWo5VzAYnCuwpafSNP,1,0.1
1LXMdh1beQfhQ8mGN8g9XThXypoT6Y3p6n,1,8.33
343Ruyp713yb5t5BvtreHE23sLUPjJa5i6,1,0.0
1GE4z7jKrZFKZKong1bT32b9GqKQP8gb1X,1,0.05
3515bSUjFmY5TEgsPHCSTNsD8qLbubWttv,1,0.02
1GXmbbzbsYBmupAQBJ4WFvjYZ1b4rD5wFb,1,0.02
1EBvdiio8Je9Q8fVHZFWADqojr7dpeMN1T,1,1.7
1HJtHYr2LR5ZCARF1gjGHNGvPakJzHujpH,1,0.08
1NJx1m9HXZDKCDyfWm4hGn36DwTwQeM7BV,1,0.04
3BtcPUDH1an364nJpT2MD6xCDnX9WXgB56,1,0.01
35m9gutHU2qxqLMNybwrDdcDTKembUv9vr,1,0.09
1A23SGRUMfrRagqwhpuAsGVEMsTEWdBESo,1,0.0
37hK9vjW8fvabF5XJT26H3oDNm2yn2fGtX,1,0.92
35g3LJ3hkhU6PbsMRtuwqcpHe9MX2hZfGg,1,0.0
38ma4EgnJkvWkRrfchNmx8FqwbcwFbscet,1,0.0
1GaSoGhWiFzBjDtZr4zuwAZW3dpQNEdKxK,1,0.43
1Bh7VfX9HUAWXSt8d6jeU7XCdb2eQPewqN,1,0.65
12ewQHqA7DLcBkCDMCwiVkccdHHNWv9RYj,1,0.02
1HhFTeEnxibYQL9MBVSZ9fgTP6NrmWDXE4,1,1.0
378PZQYtDqZd4pce55ifQSax9JML5FXsNt,1,0.05
3NyPqqyvUeXaZHkRv2LWKZnFAretg2d39J,1,0.03
133q1T9GJwrbB8zrtQbAzyv2KhU76dtfTB,1,44.99
362gukQRA1JGorHWcSXHbdMWQhDaNr9iPV,1,0.05
1BazmQFEAQar9WLZV3qRru9r5NokkosLLT,1,0.0
1JUSfBkBrUL5kxQ4SxwwzbPzzpafM4sC2Z,1,0.26
1MWgEJgZEwUSPP2hDvEuk83ZTUeuJPWvew,1,158.0
17RwSQK21gEfzwk7cFzVqD5pudhsNihpRG,1,0.01
1PMaTV8G6A4SMY9Ehj3KJQ8LhJHGaeHH9h,1,28292.13
17KuCejb5sZ4i2dFMePD4AHdwECe5KpJDJ,1,0.0
1NjiS8E2972X9MT7spSXR2W9szx6zjVmWD,1,0.13
33EbUEpJVEGomByzgH6BxDtELbVdrmvxvc,1,0.03
1pyQKqbdEy63VCVDrRH8xsRtDVMdZjwnY,1,0.0
1EqnJa7V5c6sxvepqNpNKv3xFJFRfRp2X4,1,0.02
1ENtGchkQf9Bfmm5FDsskJPjY9Aeg3wunE,1,0.12
1Njca9iJvUAdAhJaGsgQfGsiUsvZjxepa7,1,0.13
12An3Qngu3jSWCHMwRX2yqYYn918GKLtNP,1,0.2
3BMEXtn5Uic2XmbXrWuoL2T3csnqn4SEa9,1,0.0
384uKCmSD9aWH3F3MwGpgcPDQJKzAFDsak,1,0.01
1BVpU3Vr9PspESS2uvnzsvqFMDGkyRDgSQ,1,0.0
1HSbMAuitEXGXgUtftZX2u6P6nSN9G2tk7,1,0.08
12wP4U7zii8291pgUcCvMyiqHF4w5MPJem,1,0.1
15Tk1yCWVyTbSoHViP3c2qDJ1kKx59Z2s7,1,0.0
3CpWr1wsVYDhBGQ1UZ6xFhymfL2CzqoAMb,1,0.02
1NSd9afte4tJxBx5DgAq1VHD7PiW6FtPs5,1,1.2
3EjTCmUwzuMsXnAxsf6mjeDtDo7rCYWPCV,1,0.01
37QvrBuhisBNv1YATdknMNHLPLd4eafgoi,1,0.0
3PNM4niHx99xrzWk34W6doDYeoEs2GhcoE,1,0.34
1PJwQnHSVPdqbD2yJCHne8tcXxMFjwbJeG,1,0.17
1wUc8iMVZMEdDgRjXuLKEJaoy9kyW1PuT,1,0.0
1PTa2Yz7UnoEi8JGyXx7uJN1g5m4BXmtTm,1,0.14
1CqEqmBnCdAdxDABNwZMwx5AWmGGEdijav,1,0.01
3BMEXiU6UdfR7MSRPY4omoS7ahtMmoZCiA,1,0.0
1KR9p8FrMgiTRKSjngPLG1Jtng3fsR8HUy,1,0.03
1H3qs7GS23kfFgc54Sh697Eqkn5ARP43QL,1,1.01
16nBkbbcJknRukckXM9NhxU7ZLyBhQ2kPW,1,0.62
1BApFKpFAh5qiMcTtgAMfAHfQyiBvv869s,1,0.0
1MjLWU6LRy7U6umtncU53iPJbJr17ftwTu,1,0.02
1Wm5GPJVJkZv1JjEM1CjDriDccJCJn3DZ,1,0.08
1NSbNnSeeg1xdk5ebyHRWYK6y3Gu8PHvyP,1,0.14
14PX8yrPgJG2Jijxszpf6BsvvDNpoBhttC,1,0.0
1BDfxtMTqKQ2Ybam2T5SMZvRrcf4pNWJ6h,1,0.06
3QSYDKeLmk1QMSSD77NcrzkUzJhghM1Sfz,1,0.01
3ESmvwLkT4WKMnny4hp9S8N49fmN4CMqWh,1,0.09
1NVZntCw7NrQw4fHo1gMSbqDeX7DgsjG5b,1,0.54
3GzbwipiWHdQeMWVdBmWLqV5xUH9EUd5Tm,1,0.0
1MmZu7V7bYWxEuqTqwRj5MLezdWjr72ZP9,1,0.05
19ehy4fosECPTWoCiFZoUTkFJDgoRXoqWi,1,0.01
1DVfgDr2AY5d6CvZZW7paAXE6CzXkuAcf9,1,4.0
1J3HGSmgrhg9USmybXiVUk8BRXyWavz6P1,1,0.07
39ikStjvLbY24Y1mLJGNxjAaxF744k16rr,1,0.2
31s3ngyCbp5aVE7wzDnoiw27viTFeK1UZc,1,0.01
1CxenxCgJZfXxpRidH9Rxy6NUosW56pqVN,1,0.01
3BMEX1YaopYNKdy8GzChS3PQgNNNj3nync,1,0.07
1JVvuj4y3fTzbajnkzJVjfsvhjrnKipL33,1,0.0
1NkLiRphQzoF271im2W5jCk2NqPbSHNEnH,1,0.01
3BMEXVN5Pq3vvKVzdj96PT9K6hmyfCKc6A,1,0.06
36nWpKDijYSHkKZEayVQGB2HX8xrbHJ2zN,1,0.04
16DBpL8p8ThLP14bjqAnoLdmq1rayMLKDA,1,1.19
1NPFaLpHAXJPky82YtkXkwrKUK5eGphToC,1,0.0
3GUmHt7FppiCcnxbky6iw5f7yPHhroPKBt,1,0.0
1HEsDUkXXhZUZtw3zmz6yX6vhgj9N6uVjU,1,0.02
16uK2uoGfLFqSBSZgzgzmMo7pkcwPf6HGd,1,0.33
3NWtMWozmXJLa18G4pjaxEuQp2RCpWoaC4,1,0.17
38B822hS4XevGKBxiyhX4ynpTVtydeerkR,1,0.06
1NDPrGADWgcaDs81pjuvnNoq1S4FDQp9CF,1,0.0
1qCTSfD8nyY64yLtdcYgETNEz9W79gRLs,1,0.19
3PSiGopeErRc78wfE23CaZ477W1iTCJyMb,1,0.29
34JZfXHQfVFhLoGL6QJHn1JrBEF5iDynjc,1,0.0
15aLqsGJbPb1bNhEzmFpsG6nuqPKEqY2ru,1,0.02
12DcF2wZwpe1nRktp4wE4kLYzqjhufwYUf,1,0.13
17sZRc3vT31EWaEVYysfSbA5Yw5aaRsAKa,1,0.01
125x8oXji38ViNcSnNFa6DXFG79C5nYCvj,1,0.07
18UiUsZXwRhzBPYo6gQ2k5QGNgAWAjUcuR,1,0.02
3Nn6vWqHetcsUWTT4RkcH9AXYUHB2nqUR5,1,0.01
1PHoNNGqML2yiv3Vhcs5HFgvF3Lt2nBBiA,1,0.0
3KyYdxy5rofz4vaj3gCxVTkCxy7JtjLhhP,1,0.13
363kyLwMFk6dW2jTRFp3JNA3RqUUZKyWJY,1,0.42
14NKPrMbxhb2T4CZcWsDA1VbYCB6g74AnQ,1,0.0
1DeXqQUZtv79mgxA5wb23nvBj5MBwLSpR1,1,0.11
15RSgaLkz3FBJ9DJAyaW3ZqE1vEWRcnRih,1,0.0
13xpYMSjEUt5gtGsqhFRCSc3mJaQZncmUU,1,0.02
3FyK2DvRSKnDhYpSpCQSTUY1HNmG3PRQaP,1,8.4
18nVAFP4XCTHUbgiszBQPGfuZyF8yek5Sk,1,0.03
1G7SCnaksvBFGknnrXgNS9ZvnCikwFcEa4,1,0.0
1EvvCDcfTNUnPyDkj1m2z2eXcEhgVy9zWf,1,0.1
15ny87Be3nqkhFfxBhayMbCfQhMt7X6pYW,1,0.06
3G8tg2L189gRo3zycHYnczbS14Weh3KrVt,1,1.99
32jkZa2czDvnxDV428dqRm72MTrGSTc42o,1,0.79
17PPsghLb72PTKDkrje2ZFbLjisHE8bYaV,1,29585.42
1E3jRNSqgvr527wtuxLoZjSwXHbj2T9546,1,0.01
3LMvqWPUNmmKdf6tqN7XX2qz1eV1U6dKks,1,0.2
1DZAKKqFYgY2YCF1UpQBdg7PjbPXye3Zqo,1,0.01
1C2h8raq5S1pyuzWsEqF5yhLZRRnveGALj,1,0.04
36VoftuVBs7jx2dhhmap1kZ1EmnwR8QMd3,1,0.02
13ELeCxFbD3UBovZZDBi8QAzfFVJWbbphB,1,0.06
13dFdc1JiEiRT5WWZYUTzbWPgHcjKSTwy7,1,0.13
1CZCBnkQJNFDxSSA7fZAwe2ofoCFhaCJ45,1,0.48
3ApciL4sqDNUpYA2kjNq6fH7S4gdgS7Rxr,1,0.0
1GRdnN2VkLRynyYzcJ1yaZr5GFVL569pPH,2,0.33
1LGjLHcYjHP92r93zq86FfNVaPQsx5ZgUT,1,8.53
3GgQVyrKxaHrTq5jMzuh8YQv3khxY9Pc7W,1,0.16
1NkFx7UtyNNaSs3aZWEXfbmS7oUGMAPf1d,1,0.0
1NSwU8Qv9wGSfiexXr5qf4rwwZmCKJniQy,1,1.22
1EymhkkVEk9sSCPS217hUVWx2t9rJSuCKM,1,0.02
1J2G5D3PRJedjroScrCWKfyLF25SAhJ16G,1,0.01
1PxDk2yFuCdAQrfkNJfg9KeKHYAhDJGXa4,1,0.3
37fyXJ4uwYwjE8rFGCzWWPZLhEU1Q4tYGn,1,0.13
1KyFhL3vUABur9UDTX66rKa7dwLDQtd139,1,0.21
1dyZwFU5sQZnLfDr6rDQX9WCXFQZ6gASm,1,0.01
3LKz4vk5PfGjQH5hY2Z8s8EG7UPm9r189M,1,0.02
1NeVrFFMBZ6ZuPakiBQV6xPizEyR74vwBN,1,0.01
1CwAxmWDKQd8xUUpA6oZXyBomxWyyRT4Yx,1,0.06
36eC4gTQ1dibXqSqhRSwBPiSnPnNi5X68P,1,0.52
16jAcvQJyEM5ggqkx9yZYucNFPqb1f2A1g,1,0.0
1PSS1C2hvdVvHTA1WbKCn5b7XKuDn6Ckdj,1,0.01
16RH4TR4bDhFhK6rvsohbBnzGZ69wxmqRf,1,0.03
16AEP8bfMKaMof8uKNJNgBPFQKdjnRiCVe,1,0.33
18VQYfnKSHmwsmAfmSTSenvVsfmWUQDdi3,1,0.1
3P8yUWXvGQMvgu1WzSSezyWkZXi9WJEWnw,1,0.05
12Pch67619NRn3sXKyfsdxrLZ8fCe4Koxh,1,28.92
3BMEX8TBRdyqXcQUimxfpya4DA4gKsSmVt,2,0.23
1PP64GjTBNizrhJ2xfNNcNgcpcuBWL4U3U,1,0.05
1Bb2BFAAby9uJBU3FVwuSwAyjSdyHYUskT,1,0.09
1FyH8NjdBEoBffGopbLizqbfhwQvXHm7er,1,28038.51
1NVevVAPL5yrXXE1KD5WGibFxYXa8KE9GH,1,0.0
12kKywfFBFXGngM832e5YD8Hw6nPeZxUdN,1,1.99
1K8uZirWNQWZsfrQguAoARWxuxbLUg9Q6M,1,0.34
17oTAmbXZpo46yvFXUE7KBf4F7DTmH8VtD,1,0.8
35Q6VTrshS1q6XPKKHLbKRebr1zck6CkQ5,1,0.0
15rayZvPA73DXoxhpNabTDL6GHh8MQbeqs,1,1.99
17UcYromhYmEtZGZSn2ugFxyWfppVUERYu,1,0.0
1JU6jR8p1cAFbYutm4eHvxAuhjaTCt4apy,1,0.01
1Frh3JtQoq2quHTWt1ZvicwRXSmSVGx3S4,1,1.99
1PTsqcTbq5z3TFBMz7SuAE8nzZmThYy314,1,0.04
1MsSzc5FPgUPJMvXSxpthwqUwktq7wtdNc,1,0.04
15q4YKZxSoxy7WQDUyLFR8a6yRBaHoJRV2,1,1.0
1956hvHHaPfxxEVJ4QUyNVLGxSG5jjTWhj,1,0.4
1GyuZtY3dcxrDRAs4WxNdXviKLLNeUapt8,1,0.13
1FGrVnWXSX2rAwxxK4yGaoBYZaGYKsCvVM,1,0.0
1Burx2N5qx7XAY61L4TB8kHTM6ToPncGnX,1,0.0
16YPqzEq2L3ymWXGmsG4koZpD8EeuyoE74,1,0.31
1JRcTHXXkAK88XHoQFg87sWW9kQ13TDi3x,1,0.02
16Q8C25LTsC1ZbFvNgWheGKEiSqfk2ZyV7,1,0.05
17153kTVyXk9EWSxyoP5akNkf318Pb37yF,1,0.47
1Fe5LcmVARpfpT3stweFGV3KTX4moMpdjP,1,0.11
1F9LEj4z28RRnj9G5WgevTJpfx4GKW13FF,1,0.09
1DAdae6jiPu1wDgmtYWWLew7NbPRaTi5sB,1,0.19
1Hd7AG3mvaZ3P6W5NgsVbEEDgDnXbhGPKQ,1,1.24
36fAYdbTKDnx7jd7pgykYut6M9GfbEjrjR,1,24.99
37X3hnATpw5hwKPXTcpnxeoeRZaqgoiLCk,1,0.0
19wLHBaowDug2rp8W9QFAumAS3mFnVJK9B,1,1.04
1NQgVTL3DzEXnj1hEsSt4tSzabQvYWuxKT,1,0.01
1KfbYkEFq8WHcA95zMxu1x6HzMjPuwtYgG,1,0.12
3BaaLW8geH2s7BBBa7WcRKV1eCAJB8mgy8,1,0.1
3ARwWGGWWUuNs5NzZAM7E9onqFArVFwTmL,1,1.51
1N7ZQ4Nz7EeQeorYrNikAncfH2WGKG5ErW,1,0.08
3LGhBAqzd3GppPc4JkxLCS9kDc1KRGw1iK,1,0.01
1rxBwaom8vvH6ZDieFSxVgBC8Rtu3cjrN,1,0.4
12D8H9QP6g3u3kLshURs7F98LBacrykBKY,1,0.02
14xtY1sJyKAd2knraahfAey9SFHjScmQ92,1,0.06
1Gcd5We2on5u41SViwNA9Fto1g9bysYRnv,1,0.06
3BMEXBNfVeLA6DYDoKGiLNXoPnbMywkM1J,1,0.01
1BwiVY41NaLo9xFNX729WbdjSkuLzpPqpu,1,1.5
18zm2rs8wdpESUkyAMBS4J9RvpJ3r2D2x5,1,0.74
1DUp8dJGd5T6gxMLRYGzE8w5hHqmnYb9n9,1,29228.82
33XL34WfpZXG1b6AgFWdQXTGJdDRXBoRdn,1,0.02
3BMEXC6E7ZDmNjoryEuYbnnin5gGhnejFx,1,0.0
1PmZ8zuvQEQJfqKFtrCccPLaAhyv4Sm3rw,1,0.02
3JkiofRVu3aTf2g5dXyTPr1SmMJsbnkjN8,1,0.01
12HgJyWjPmos6rfZbfa4DTtySbrimhVkDg,1,0.19
15WGezVMoRrkJkSwraqtLYgHuQE5GtHcZn,1,0.0
3Pwu82V5dNwYi2m2NQRwF6LkjhujaHoHjB,1,0.0
12fjGyngBeX6CJsxUwwSQHYuRCXs4VdRiB,1,0.0
38jjH1icavKaQtkpZcr9GAMmFRC7xgQaak,1,1.06
3Lki8NUMu9xNYg8ZnvMBUrANkzsjBA12FR,1,0.31
1DxZeVXvxEibvJKUwvrXNrDeLSDYYGgWnj,1,0.05
3PhMtqD9bFhT7euTTzoVME29eeP4WD4cWL,1,1.74
32yqYQAg4QreKWRhSdPv4y8oQQoqig3Yvx,1,0.13
33w7Mmnn44sQoG1xqphGFGALXciMRwyL1X,1,0.0
19KznXYrGH6o8FUKg1smydMYeZHKbfTAwM,1,0.01
339omrBzQEhQLNZEeuFh89Aq3NNNcSK7N6,1,0.03
1125RhuFxiktmsUhmuuBYjp1ncoDNrEJhn,1,0.77
1AKCPzRX3ZL33Tf4iFynFGvv3za1CCKEiq,1,0.83
37rDJVbcnuJQKSMLcU3uSyhaYN23uQ5EoT,1,2.2
1A1UvJtJBnaPJCDa91SmTncaAa9f7tfUbw,1,0.01
16xCkBHdZRKpvio9ZVMzcpDB4BChyUWTsi,1,0.05
1ACVUuEib7eMQZ3EYhuo3dUvDZsMb3Ezuu,1,0.19
3CQhXcVNXnG63yvrPxcm6UFMbF1zN1wa7F,1,0.0
13SmpwFK2zM6XxXcqVf42GLfiAEFEt6s5z,1,0.0
3HYNmjS3xkKTBqfd7w9rTwdTgSJxsJhPwC,1,0.34
13C2K3UkmFfjjQkJXBXVMwiYFXgJkpJTvB,1,1.99
1JCgV1nEW5ao6MQyptJ2pv81tsPYgHzsMi,1,4.44
19MDbpYP9WNDGggyjTPRiA6LUVLXdCYYNJ,1,0.0
1JFTf9XzY2XoKe5hqRJSWrBNTJQce5fkNt,1,0.01
1MTvJWEc24SfwetF2FF4xyK6pXpkFGu1gx,1,1.99
1NMCscWSvhqgZSJSBntjxYDXJHKpwdzeLR,1,0.02
33fmYzVnS3QFbo1PUSksTiGvCGidhWr4rM,1,0.02
3QeUPbSFX36U6GBnixVxYnmGiVgi2bzv5C,1,1.17
15pnkKk8kF6ymJzCVb3kYGTbfXcMDYwJzv,1,0.01
36FGqRNVaxRrd2VzRCSg9MSN7rUBBMJwy5,1,0.0
1DQFAcKcRd4ur42ex9taCoLd6mauJzv6vG,1,0.0
1BbxJM7jYAF72BBekYqAeJXoAM2HmUVXNj,1,0.0
1BHaCz6UjtusUbq2L6MMAUoGnwbjPqwQHj,1,1.4
1dT5Gnff4RhKsbBKde5Bw1kzLw8hYzieG,1,0.05
1CJyZ36nydD7GFhTaQU9u9QmGu6X1muEaG,1,0.04
1EDLMahw3tLcZgJ9oBG4eMbhNx37aaYmyi,1,0.07
1HCwS8U6VHkfK5QL4TyY7KZvShwdS5srdg,1,0.03
1C8c4Z9bhBD4Yge2qoTrJL6AL9FrLb5nrt,1,0.0
35dK7Co7TUhq5SmC7VKwyBru7hjCyqe2oi,1,0.0
1GskUASW64gUBePXhUKJFvAmGh97xBpPsb,1,0.83
3Kjo4MbhVV8GKvi8uXv1koZ1qoTk3T4sZ1,1,0.05
13SzF1HmZBiKC6zgFjce4JDcFZMhf27dHT,1,0.03
13tnCqdUWAQ4GzATxiWDXSFoNLPzcK3S1j,1,0.2
1EjbH7VVHCrUyL23UKzep8KRfxPbzBAtaC,1,0.01
1C8wbAafv69Lr5K6omGvy9ZQHYwMTyDw2f,1,0.01
1Hjn1EfXUdBZMmByryqAkuKo7t9Z8fjorF,1,0.02
13usmdUrC6fA51cWVjpvxXjPVroGQRpPjD,1,0.05
17JayJi1tSvrJrV7Jdnwp2KN3nbnpisq8D,1,0.7
12BwxdzYmDGWKAtQd21nKcSCZgG62xuKAW,1,0.01
3BVWQbNJ1DrdaY6VwKcnZmac9ERD3aqWPQ,1,0.14
