2018-02-12 16:47:46 UTC
1uq2cyihHdardzaTSBnPzPc71veB6kLgx,0.07
1GAmGq8ptzKRJwDdg2VQt3KPm9aR7ZdReH,0.01
1wX5NMycxsjBuAeTTyZ1rpfwrBEsrkWRZ,0.08
3DaWK3W4pQkc9ve6WwL13JmTJbrRX2HGSC,1.58
12RQfWDGfcN3iaySUmyUczQQXanE9tXswr,1.55
1B7a2mP7jZfhkSP8fd4wNF7yvNeShfVfeR,0.00
1J6cwQeEJLvcWxLXVF9CmPuJnUz2L6WqEU,0.01
1h782cYDwwhLdwS5RzjN7r8YGwnJcDUs3,0.00
1FJp35tD4o3QUYWVx5PP6edEQxB2pkyiWz,0.03
3MjGeCHEeChsWRLfk81ZFjBGtmFRFhuE53,1.99
38mnNyqdoseU799UDajBNVaA7fKBRygFnb,0.09
3P8yUWXvGQMvgu1WzSSezyWkZXi9WJEWnw,0.05
3QCa7YETap92EdaWUxhdydeqsZA566ZXUR,0.00
1AMYrauxq8z1Zqtq2CxEvnKsDTVJr1ngAC,0.92
3BMEX8BVaWyajpRY6B4ekD32quicUJ74w5,0.19
1PY9KTT38wrVf6iZ8zJeNVEoBokTAQdjwW,0.41
3N2fW96ovk5FyXhAsfXhPDeGo77iGWDnWS,0.00
14kucrGtTTSvg7THTn9K5D8qTF9gb83rKy,0.00
3BMEXApXX4c6ykRjyM8NjgqXmznbYvxikV,0.00
1MzedaFKnSTvFGxT5S9bmhEEisvyZjasm6,0.01
33XL34WfpZXG1b6AgFWdQXTGJdDRXBoRdn,0.02
1CqPmNdGecVNWr1x5TV64FFg69EPQuQuKD,0.75
19Y9hekknExF8Ws1LNXok8PsryGz9iz3cW,27403.36
3LHCYyKA3tPL3HAFZ4pUaQ4Sn3qXawwpHk,0.02
1JmxUm5qqNmz2WFdEJ3dKQD2wqA26V4QD3,0.02
3BDDAp9tTxCs4SBxjEKSQToWsmhGkUmogV,0.01
3KTmL2UTPdCKfAGFo9VcRSiRLWb94svYQe,0.38
36nNMtgEFpZzWk6tAasffECqvYqFbt3uSW,0.03
16Fmsqk9pG7bvEhM57ND2HPMsi1hzaX9UC,0.23
12pQ96jmskw9mruSrzzVwe6T4WQYyhgN8r,0.09
17wWqAT59kkYwoVTW2saPY9tVao95VCNsX,0.03
1MRNnrvrnjN4ZgZwUuwbKz7LmFQvLyhtYk,0.00
151V8aoPrzguxKfPMhvDvjRueUCgj4YAZu,0.00
14iRXp9S3dWRwvpGXE25WbL9CkR9CPvsuM,0.19
1N4rYDToYUSYnXippHsSBinMrHYAzsoSLy,1.18
3BMEXC6E7ZDmNjoryEuYbnnin5gGhnejFx,0.00
3PJCM7uXQg1VtLpW32g5hTvVqnZRoknSxP,0.10
