2018-02-10 17:59:53 UTC
1J7RYLfaJHdEtYVpYFnSXX2ZWG6EF7id6D,0.04
14rTEkRBpF1j6RyiF2SLPTDDdBrXvPo2cV,0.07
3LNCrfnuTf5Q3Y5Mi97PNB4MSWGAfVVpS2,0.27
18jVbyh1mYbsCcytde7DgRs9P7YifiHjCG,0.07
39Bkq38h1sVbJhBrP4TrpR9WcvuYqFRstp,0.49
1FtwEjTKqBiGhPqkT6gYLzaYWfuiHZpBRZ,0.02
1FkwCTuF42dyaAMY9zMqvh34nwgPR58MFe,0.02
35UwoVouPbGqTVaArAS49PkTn2xjqHpduS,5.49
39ikStjvLbY24Y1mLJGNxjAaxF744k16rr,0.2
1NmgND1GtGwSdqV9jqPXRu1sTcwTk6noQa,0.01
14C81VxTnDQ5J8Ut5gxuyBoQgLb1vxhtbX,29.99
18DtCNCRttfzuGGccwqFkApQPBSFs12emK,1.39
1BfsucQrhEGNqZeMUrmLsxkQMjYBzLt9mv,0.02
1K6RWRWcFJ5ZKMQzDSy4sRgzBs7rKQt9oS,0.32
3F9FX9vbPkra5c41LS4Qq5e8H2wCrnC4m3,0.99
16wQdmgpA36CZmJuQbYmFDyzhsQaquBaYk,0.01
1EYcAP3RbeDs4QD8PQM9WyvsLHLQEtKhDn,0.00
33FF5KxCuK12koo6td3LxBkQfd1jXFCHgW,0.00
34bhY6Up4jvUb4ncRevThi3VneP4oXdWuY,0.00
1DeXqQUZtv79mgxA5wb23nvBj5MBwLSpR1,0.11
1qt1puLL6jLtvMsG1p3yHUCnWmiigydBt,0.08
3KWRbA22MPFkufPT6AaWw3ua3Qry4rEME2,0.00
1Q2r5UuY2H1aaGPD39u5hCjToAeh4Q7gUe,0.11
1DTNQpXY8Qy79jUaHpbBgwzHBNEUYfM8s6,0.09
167kB28LStJFx5Pngq3fnDQC4biWFXicz4,0.01
14APyDgHkTHgvCx6bFp973eXhfoxPgME6v,14.38
1KCJFb1xkdeyxrJRUWBA8FZbwGvxASmUnQ,0.03
1FSDgTHF131MqdrkavC47wYhr99iFtPEnh,0.01
3C6d6WnJ5RYJsZWJsnKaJmDGEuJAqNygUs,0.06
3ESmvwLkT4WKMnny4hp9S8N49fmN4CMqWh,0.09
1KWUWQNGiX7LWEko1FkxHGRX1tB5rahL3w,0.01
3F6suUQqXiKb1w9uaBywspp94YkpPKjXUu,3
1Pn15a3UcCZNYEo2eEJyLfhnyCJPfuBQ2u,0.04
161qt3qQTqussZBS9vwzYPaYxYeSpuqoBG,0.1
1NXHP86VtbX7UdMFkSkedWnG1wrZiVqmUA,1.33
19npLutGTPSBeujvWkQkjgoi7mLUDq1f7k,24.57
1AAwiA3UP1sT8NgLhZJqpS3hhhsQwzsv5D,0.09
1PKimWZTFW3D9w47sUyNc3hRrFTjzWwixe,0.01
1PfS7Jqm2aykin3iLhnVsPgcduNaMBKbX2,0.01
1238Tj63XVh5iraf9SKYzmVPvziqdBfGua,0.14
1AMe3ZuPDoL7qjrAo9vP6WheKE5nKJjcTD,0.02
1CidfMgWLJhnHp3j67182a1QJ3VZCtNVU7,0.01
362gukQRA1JGorHWcSXHbdMWQhDaNr9iPV,0.05
