2018-02-10 18:22:49 UTC
3BaaLW8geH2s7BBBa7WcRKV1eCAJB8mgy8,0.10
1NQgVTL3DzEXnj1hEsSt4tSzabQvYWuxKT,0.01
17sZRc3vT31EWaEVYysfSbA5Yw5aaRsAKa,0.01
1LVRCHdWAHPaTAxsgBTyVD2nS64hChHZ3F,0.00
1Wm5GPJVJkZv1JjEM1CjDriDccJCJn3DZ,0.08
3QmJxi9jP56DV1JGJRfbxSnAcYFfBdzZZq,0.00
1Gq34eiDN6hdRfaFyuAuDYHM3jZ566rpNn,0.11
3Apwd3tDFczKygCPXE9VV9GiHoWrr8Phya,0.03
3BMEX81itnXCn2NpoSuZQHGkDyNrcSY6ok,0.00
18n9PcdpBEv7TjmpTpX7vWgbmPF4Vakouj,0.03
1582yu4Godn1Fs3t9JZ4A4kKuxc8mYHN2Q,0.5
1H3qs7GS23kfFgc54Sh697Eqkn5ARP43QL,1.01
34qVoGZWgUZoKsh3KpDgntW3E5sgsZdZtP,0.07
34Qrxg2G4bWPU5xtU2S3sBkBvPAiwme868,0.02
3MVu2LEDxRVvBLo5YJGG49iP2nHZa7Lxsa,0.07
1DTbQfzrYMEuJyD6kZ3hwpP9xvo4nZW5TK,0.01
336CNZZgYqGMUDuCUJpY6SU3BEq21Pzrxw,0.04
15CTXcgY3JtbGcmvz7R7cHRGguLR8hbBDq,0.9
3DshTZCWd8BzX9LygUXBpnAq3uxEvApvvT,4.99
1GUjqP7mUrEgD5htKvhAJ2MkLkLkfmKTqF,0.00
3MwnGgaU2JdUBQYN1CWRgLDGewvSbvupjx,0.03
1NQyfasnQgP7cu2ro8Ghb94DLgSZNd6jEP,0.31
12zVBnbCXtM7jUwbMqTmqGrCCCkgo9BxCL,0.25
12ihMDNyW5RkWq1AYFKDQ5oyQ9VYBxouVY,0.13
3BtufTSeA9aFibLpgjVSravex7mcyeiXAC,0.01
18SXpTy9Hift81NK6QjCBP4AjLaoNStzvd,0.01
17q5scRYGQ4jSLgEeZBVFmhvWPZ24Q7LN1,0.99
15pzbavdrb2bia6bAZnwSefKHELX9dGiMt,0.00
1Ns6HAktBvxu5hdR9kKGjs6vx7PykeUjAY,0.01
12KFMiUnW3MD7WU5d99GDw6Xgc2hTCuFru,0.05
1Gv6Fa2BczYbUZ2W9rbXWs7neRmkYvqna7,0.03
13etV5vNRWyVx36WgRcXJpVGSVosNJsoM9,0.10
31sxM9WTfYA4x6eFF1HMz7UuvBJaz4MFEQ,0.03
1BEFZDq8LNwW7pw6of1mnZyo68wPkcGE3s,0.00
1DH3jh6HBr2m4Fg4CHA3TTXpycGxpVv8SL,0.45
1Nb5z9yD3LvLzHPvC9zvr3uJNzWo57nDaU,0.01
1No2n1wWkxBWMWbMUzRhcJm46wJof3Aee8,0.07
16iYULH43Mu5BzpMeHRTWjtEy8rfRUR9Hj,0.00
37yXTyNS4wMNof3d4rQHvtRNRXHrVKtV4K,0.02
1B3obKbVcq3vd4krXn9SWAzYMXhVeomAgD,0.96
15ZmbWAZh1ALgxrFFBjVa82rfB7Grgtd4W,0.02
1JU6jR8p1cAFbYutm4eHvxAuhjaTCt4apy,0.01
3GRanX49B9ZoXfEPNNGvUd8RQ6GgNfWqUb,0.09
1AJtedaLr6vuGHxFLgvUjJgkfoKgLNUohP,1.99
1GaeAVcoiUeWmNzGZz4xm6KgVLo1PsbNHj,0.10
1BeZx9Ypyt78vVyoNauQ8PJ1yKh5G6tgZR,0.03
1AVPomhNTperGaMkhcAbZQNfQPBYBEPtw7,0.93
1LEwfuwtTs2ED3TViA65uioq3dWmL3bajK,1
1A5PcbMAGwMy1mN1EA1tymU3PkeGvaAePz,0.02
3JJbykr5hAMTuzP5CtNV52y2TgGmBiifSi,0.03
3BMEX3aodR4A9itLmPZk7x17CwiCzSUyBA,0.01
3HYNFYfeNjYxYoHnn3XkfsJwmX8Y2PWExx,0.09
39G8BxK8qo6niBVWCCwpzrxijGg1dzLHTT,0.00
1C4676gf43Bo6btdCVBdr1ktgEVmUSFRsr,9.99
35Ndvd4eZ9WGx3t4uDfF9fdXSptEuQsN6w,0.00
3HRc6vRngBE3iRjukedgTSGzws5zn7WK5N,0.00
1BDEGjQNRdgJ27SPGFeWWVRWNdGZ8ou21f,0.20
3LJBPVmXGEyrosLycho22uSJP6GJfx3D1y,0.02
12sr71JFzb56kAyznKChVo3AQSZJJUY7cU,0.13
37TRbkmz1QiVcqUjZ5Gn4X1eif3fsTsHVd,0.10
3L28FJGdSMUwQxdWpGe4WagrmCvBugMQ89,0.02
1CYBpom11fZzzCzTKfA8Bmt6xXHzJiXkDf,0.10
1LLiK1Z15Lm4FCmcaqebYUGiCVPJBZrnxt,0.12
1JrLsG1cDj9XT74Xrhjh1TVonXYSxTbyBd,0.01
1LMiit54v6JWrt9pyKo6hQn8MQyXZBzC62,0.16
1HDkpnUdgoF9eGVwkS8dKvYi3jBnsDdGLv,0.20
37QxXdQYfoRPMPfp6wW97D8jnM6XSpfrGz,3.12
1EvvCDcfTNUnPyDkj1m2z2eXcEhgVy9zWf,0.1
3BMEXsa5GcGa3TVQ7WRSsBBYz2ic6vWFG8,1
19TPTkiwhAvcPgmnQLpB6JFRwNbwf9F29z,0.09
1Gcd5We2on5u41SViwNA9Fto1g9bysYRnv,0.06
1H7NdF9k627yraxjhJseMA3chWS37v16EV,0.26
1Kq3D6T9SAPCn6mZQDwex5Dj9PL7xdb4qC,0.00
13QkWcn1zEVMNbwifmQnSkEREvYfX76TDT,0.02
3Cng1HT9goUERSLYCAMWUuLGTEyNKssY95,0.00
1MnwKmUjchZm1fyo6w79BKHe3biD6Mcp6k,0.02
3HasLkzPpybCdFZQiU9vXNoiFoBQZLFtwu,1.02
3KHbsQcjguyUpyPcivdymmUwzq61eXmXr2,0.02
1MEcbgTcKbxYr5PNgobZtNYJ8inXoCRYDi,0.05
17KcqrT9e9Lv9r6dANCbgd3XPyDCYXLQrP,0.03
1P5xtsTyLy9s9b5XUe573sJZd6AUTnnqgF,0.00
15gXzQsNTiSLVRRe6HsQsaaXRNgetpK1WZ,0.00
1Dg9w9TaDUefWncmDjQGY4SFopZRn1zLK5,0.15
1Hd7AG3mvaZ3P6W5NgsVbEEDgDnXbhGPKQ,1.24
3Kq3EmzXvWtWX7ThSdxqe5ZFTnoJAu92Jv,0.02
1QKhYaFZoY2jBHhW8kkKBNzYuGNDi8wxkj,0.09
36yVsACA8frbP7frsyMD2DB5VP6S29BptH,0.11
1CaAi8Hhzjw6HqnzrTpbDJhgtg443LwegY,0.01
19EocALY3LTXMnx3ZxDEgXd6dJaJ3EgBaj,0.01
1NhYZtravVNMiqy47bFqQi23yMXLk7Pa7x,1.99
1BFsHMjcFEngDaWRwNxxx9f5yPD39Mbar6,0.03
1MJaz2HAb6KEWSTsXpsn4N4gANm6woon6V,29262.53
1BbxJM7jYAF72BBekYqAeJXoAM2HmUVXNj,0.00
3QaVNcDuWkpe5aoRcYPnyZ9rDkdg8M9Nsy,0.00
1CxenxCgJZfXxpRidH9Rxy6NUosW56pqVN,0.01
1FvD5e6wSqBf83fchfoVf5GfLGheas3EDH,0.00
3NRTXKAUDXRFTkcD3S9iYbr1r78f8qoR8r,0.16
339omrBzQEhQLNZEeuFh89Aq3NNNcSK7N6,0.03
39fmQRGE4DKoZmAU2DdWs96vMcrpzBVQyW,0.00
1A7cF8sg33SXaZuPXe1AGMAtJDWiT1rA9J,0.04
17LzMCsxiErAd9beSfM1B1Ssx8EVcJkr11,0.02
