2018-02-12 15:40:48 UTC
3J6fygWyea7vgiTQSLbASb3zJX3RCzo8iu,0.07
3PNM4niHx99xrzWk34W6doDYeoEs2GhcoE,0.34
3K5EZ7ag7wciMxAfag9SvMuyk1CcmTZ9cH,0.12
34XtWuf6tvNyUELiJRT17z7MUtXizR67Ed,1.99
32bbbSaUJyistFcKCntqX5kZPsJiCKj9LA,0.00
1Jf1D6Cmztqy4mccMrZTpFNygFNEdJhNep,0.01
3BAozj8LLD7xr5SDe31G3LzXxGqyH5KdxZ,0.03
17CARUxwXb3fBGbyLjbYEAAUG6ZHgDxhvm,0.31
37HcqpFbhFronjyB1QgmLGfQzLAjFNFCtX,0.71
3G3xtgJMh1a7riUtLpr7FeZGq9PNTeSmPC,0.11
3DbnAKhwwycHwcwD6g1PtFWSRK98nzQQSS,0.2
115qj1bZN9KM4qJqXuWW4rMiXmRz5MGF1A,0.26
19vnAnWqULmJmptzuAbNKzQUFNwPDFZFgx,0.09
16Q8C25LTsC1ZbFvNgWheGKEiSqfk2ZyV7,0.05
34tXxjMKzqYauPAVXLuh96Fjry1jPWW6Cu,0.34
1KmSqBfPZVomjWG6H5a73fYLuG4spmHpZb,0.16
1NSHsLid3DUuDKgQr7StDauAyiBzELRGTF,0.2
15WfTR1tjukkbtjy8J62Dr67ib8ATKawyr,0.03
1FWk2Xs649gUNgNCTr3Dc5m75PXUib3rKf,0.01
1P2Z5aqK6Pp4HdG94vgUy5y2iHjwn31xhu,0.05
193e683cZYiMbeSNFLzxpVpWhN58sgUHHV,0.02
1MvTDtbHEJBn4YgGftL2ejPMvtpE5FUwA5,0.03
13g6uuFsKDiSrzMja8wfE2sCidWNLSMZUs,0.04
3ESfRyvfobBCcd6N6qd84WizbBTbcgLfv6,0.02
1JG3yXc8YCVMMETjDGAMEpEMuBTB1LAeGf,0.00
17gfqhcQ6TK2EgoNcWjc9Rd9xXW83BPBzC,0.00
15aLqsGJbPb1bNhEzmFpsG6nuqPKEqY2ru,0.02
189ouunQSsgfZ8jTfaKSnTSHC1v2B8XqhK,0.10
1N6Fyq3i9fqQKKBaUGzexEqDJDv88hEXXh,0.00
3BMEXDSDUZ9weW4jHvmCmMxQ4HQUJvpCFe,0.52
387cLezXMHfbjxk4LpYSG27cUTAbJZsAPr,0.10
38xfTAa5iWj9HdTGRcUMusgtnkSKgXEFwR,0.24
1GaSoGhWiFzBjDtZr4zuwAZW3dpQNEdKxK,0.43
1Ds6BQMEGncQfqqQ3HNJWtBV342jgwLzBG,0.11
3HTb47cypBb2cbcCtcJmXddVQMTmwGzNj7,0.00
3GMPGVnt1mz4cVKN5gEkTzLb4scurpRLbp,0.00
1KYAqcZamAHU9VbZ8uqaAyHv32igtoRVBX,0.08
12P2xJt5a5hb1hoqLHVVtDwkx1jGRNELtX,0.12
1Hmm3K2C59NHpEeS5q8zhzCsXWSpSJiajR,0.00
1MkuYkp4gdzoyD6rGWQqx3HJbAyPFZnPzz,27572.80
1LHsLeuJyCfgs52jo3sfvFFUSqabedAYqZ,0.01
36Yfj6xkuMFzqWWm2bgC6BSUHRpjTVCiAH,0.00
1CQ9yeKEKUuTBkDx1tDThTwCbn63AQjUrc,0.06
1JgmGUthECMohb5SZbjKa2yhQNJqiVBE3A,1.64
1J4QKPJwwe8BxsqtCrE3MyTgCRd3ihGJXc,0.21
3JEyVhR6dC91gZddk2GseZNZNXr3jHvTRM,0.01
1GDy7kbR46LxXkQFDvs9pMt3d3DSoDEGbw,0.00
1JTjR8Kegj6wBVkGan7iMvV8C5SHtupQJR,0.01
1LXMdh1beQfhQ8mGN8g9XThXypoT6Y3p6n,8.33
3Ay4ZqudQg4VRxgTdMT2dm58DrwQyLKFyL,0.01
1F9LEj4z28RRnj9G5WgevTJpfx4GKW13FF,0.09
32A6tbX1qR3N5FiKPgVurUgqQNhB9DPStG,0.00
3MfGtAnD6nrrY7LSZiYf4HEkmstZ82XW4u,1.32
34R1yFQQrptDCz1XZfzZeVmVFexjJqfae8,0.02
19es35nXGGSH7WehYgCLmGxgJiydJSuFrC,0.32
1ESWpFcHy1K9XDtXq7h7W77JAVUnCQ2Zxk,0.29
1DcbSpWuugDjup9FRFkcbESN3xQgmJ42Tg,0.01
3515bSUjFmY5TEgsPHCSTNsD8qLbubWttv,0.02
3Btp7KcCWPodbBzgpVKumbzK4rqpnEGxGN,0.03
12BwxdzYmDGWKAtQd21nKcSCZgG62xuKAW,0.01
1EmvvD6XJkJNs8VLXA1s842Q4r5jksy6yS,0.00
1N7ZqPyyaKNhLHb2eegf3icqguq5fC5xBf,0.03
1AUcfzEjQJHrCvLfAqmYvadqwqDJsCDyWX,0.11
1NCuiZ274t9UmLnyYA21URcQuZHUiUDho,0.1
1JcZGvfgMJ9V6LB9DW8U2vpDC7TUN9TGUQ,0.00
1MLdRSePSyxQ1vaJ8rwi3frjx1HRun82Vs,0.00
121uDK76qsue74Qn2TUM8tZEWDmamNC5Lo,0.00
3Koqw6MMzRRsZmXYBYPisHBvZmmYh5zCnj,0.00
1LQFg6gY9LNb32wa25puMwPAxu8CgFbCLZ,0.02
1CeJh7FdepHKxXPkvCEjsY7wtfZEfiCvFP,0.20
3HYNmjS3xkKTBqfd7w9rTwdTgSJxsJhPwC,0.34
1GxUTXS6hMxJDApCtV8TMVWUnP9nhy9DUA,6.81
15eVh8mWmC7BpF7tLwvStcR85v8oyYYTuN,1.03
33zSm1NGZfVUgXQDGVHnFDWsLCuzaLxcXF,0.00
1CULNTKcAS5ERouL4zWjfjsK9aEshJi8yU,0.00
1QpPPE8WRHGDWrNrYLygVwKJiK1LRTRNN,0.01
3GPj6AYupeSZnDZDqS5SgGuyk9kBNSYJ8e,0.00
3PHp8nvkbicotRM2t3mWj8nqxi6Mjv9GKh,0.00
1MYowhzEB6PnkVa65zB5PPd7QecvMJgzx3,0.09
181BqaBXsMMsASTz6nrzycfJY9kTGsqG8r,0.11
3GHxMRGgs4NxqQdd9aZmdfcf8TefCHJaY4,0.01
1Dw6CG4UhEVikT4nGBon4ey7WAF8sGVqEi,0.02
1FcxuJUHnB1VYy3JNTnjQodz8GYywxmYyx,0.01
1PseySSdjxuJoPywsUSTmkT2gxiHQh7j37,0.00
18giyDsH2eH1DgHpGm6YuVU8ryG9BQHL82,0.24
3ESZVNfkw85pCWwqVnTxcu2JwVjjSRjCvE,0.03
16UJX8YXHgdGiiyuHUhQSuaQgrAyeVhSwr,0.00
13DtBTTRNtTCg6TodKtecihpGd5G7JCsVq,0.36
3PQYWn4cFyZ9YtaSHL8TBmSVayzz8ab7ht,0.17
1622w2YGa66pkzoyuGMjhC7xASiKPvmZEp,0.00
15ny87Be3nqkhFfxBhayMbCfQhMt7X6pYW,0.06
1N5MVBmjCHD7eUpKZwWycpaT7mdF5KDtxf,0.07
198YSAzFBrpHXaNECPNBwv1UfGNX7X5fB5,0.76
33Wn3MrQcYXY6Xodj3ERrWbqT6PLP46S8o,0.00
3BMEXzVJATKYRsrrXAdBUaeEgoUXrcG5yz,0.09
3QKgokDqXZ7MhEPXcGkgZUQXuorVUQJY6m,0.00
1Dns2AmTty2pV5QiqCyiKX9H82XLK4kqzs,0.02
12ZVtxRM6SXFRLXNW5nKfrh9mFku3z2mPU,0.19
17WVkB993nMimQ8nNTR96hzpdW3YEfaJX3,0.05
12DZJLKnNm4YfDvi1CdpyeL6JQdpYYiZZS,0.01
14dwjzkvFUmcz7jmKuwBWbENqTjrTNU3J6,0.00
